5819,OPEN,python_backend tries to chmod the triton_python_backend_stub even after running `chmod 777 triton_python_backend_stub`,,2023-06-26 20:30:54 +0000 UTC
5818,CLOSED,Triton server does not load models onto all MiG instances,question,2023-05-22 23:00:53 +0000 UTC
5817,OPEN,different performance between 23.03 and 23.04,investigating,2023-07-07 21:58:16 +0000 UTC
5816,CLOSED,DLPack tensor is not contiguous. Only contiguous DLPack tensors that are stored in C-Order are supported,,2023-07-06 15:34:29 +0000 UTC
5815,CLOSED,Calling TRT backend from BLS and bypassing TritonPythonModel.execute() call - Question,question,2023-06-12 21:59:07 +0000 UTC
5814,OPEN,int8_mode=2 loading model fails,,2023-05-18 08:39:55 +0000 UTC
5813,OPEN,Install Python Backend via pip locally,enhancement,2023-06-26 14:12:51 +0000 UTC
5812,CLOSED,triton server (23.04) doesn't support specific version of tensorrt,question,2023-06-12 21:58:24 +0000 UTC
5811,OPEN,GRPC prediction calls with BYTES input errors out in Big Endian Machines,investigating,2023-05-26 06:13:04 +0000 UTC
5809,CLOSED,Tritonserver:23.04 crashes, but it wasn't with 23.03.,question,2023-05-22 19:54:10 +0000 UTC
5804,CLOSED,ubuntu 20.04 GDB 10.2 debug child process occurred error；,,2023-06-12 22:01:01 +0000 UTC
5803,CLOSED,Pytorch Backend Undefined Symbol [commit 4a8a870],,2023-05-17 09:24:36 +0000 UTC
5802,OPEN,dynamic batching log created batch size,,2023-05-17 13:45:00 +0000 UTC
5798,CLOSED,Failed to register CUDA shared mem: failed to open CUDA IPC handle: invalid resource handle,,2023-05-22 08:19:13 +0000 UTC
5794,CLOSED,Cannot enable OpenTelemetry trace option; "unrecognized option",,2023-05-16 00:33:38 +0000 UTC
5793,CLOSED,tritonserver start error: basic_string::_S_construct null not valid,,2023-05-26 19:12:17 +0000 UTC
5792,CLOSED,Using Triton Python backend to serve as an RTSP camera grabber (Question).,question,2023-06-12 21:59:15 +0000 UTC
5791,CLOSED,Loading ensemble reloads already loaded models,,2023-05-30 18:23:02 +0000 UTC
5790,CLOSED,Unable to load models from "Private" s3 location,,2023-06-08 21:59:05 +0000 UTC
5789,OPEN,tensorrt backend coredump at using cudaGraph with output_copy_stream True,,2023-05-18 00:45:42 +0000 UTC
5788,OPEN,Can Triton achieve a return in typewriter form?,,2023-05-15 08:46:53 +0000 UTC
5787,CLOSED,Custom auto scaling,question,2023-05-19 16:01:06 +0000 UTC
5786,CLOSED,Triton Inference Server(23.03 container) fails to load all models.,,2023-07-07 22:52:43 +0000 UTC
5785,CLOSED,Reiterating the suggestion for an enhanced extension of CUDA tensors to cudashm.,,2023-06-01 07:46:09 +0000 UTC
5784,CLOSED,How does the function ModelInstanceState::ProcessRequests do inference for each request?,,2023-07-07 23:44:23 +0000 UTC
5783,OPEN,Inaccurate request handling when configuring queue policy,,2023-05-13 15:01:10 +0000 UTC
5781,CLOSED,what should I do if i want to write a plugin for pulling model repository from other file system,,2023-06-21 21:41:15 +0000 UTC
5779,OPEN,python backend: cuDNN error: CUDNN_STATUS_MAPPING_ERROR and following CUDA error: an illegal memory access was encountered,bug, investigating,2023-07-03 20:06:25 +0000 UTC
5777,OPEN,Custom Backend Tracing,enhancement,2023-05-12 19:47:21 +0000 UTC
5774,OPEN,How can I install TF2 in the triton python_backend ?,,2023-05-12 18:21:06 +0000 UTC
5773,OPEN,Order of tensors in Response does not correspond to config.pbtxt,bug,2023-05-12 21:54:50 +0000 UTC
5772,OPEN,Sanity check before updating Sagemaker endpoint,,2023-05-12 21:16:15 +0000 UTC
5768,CLOSED,Founded batching opportunity,question,2023-05-23 15:13:24 +0000 UTC
5765,OPEN,Server should exit on unrecoverable errors in underlying runtime that cannot be resolved by model reloading,bug,2023-06-27 05:14:11 +0000 UTC
5759,CLOSED,Reshape property not functional for python models.,,2023-05-22 18:39:04 +0000 UTC
5758,CLOSED,some errors build from source,,2023-05-22 18:40:02 +0000 UTC
5757,OPEN,downtime on the server when reloading a model in explicit mode (when using aws s3 repository),bug,2023-05-12 00:20:24 +0000 UTC
5754,CLOSED,is there any custom C++ post-process backend and pre-process backend examples？,question,2023-05-12 06:30:02 +0000 UTC
5752,CLOSED,Dynamic Input Shape Handling in triton,,2023-06-07 18:24:45 +0000 UTC
5751,CLOSED,How about "Support for Reporting Metric Data with Timestamp Labels in Prometheus Metric Reporting Functionality"?,enhancement,2023-05-22 18:40:24 +0000 UTC
5749,CLOSED,An error occurred while making inference requests for tritonserver,,2023-06-20 07:21:18 +0000 UTC
5748,CLOSED,Does triton support pulling model repo from OSS,,2023-05-10 08:54:03 +0000 UTC
5747,CLOSED,1,,2023-05-05 11:23:56 +0000 UTC
5746,CLOSED,Perf_analyzer input JSON data type,,2023-05-22 18:40:39 +0000 UTC
5745,OPEN,Occasionally meet Request for unknown model: 'xxx' has no available versions for existing models,bug,2023-07-07 23:59:22 +0000 UTC
5744,CLOSED,Help on serving OpenPose to Triton backend,,2023-05-10 07:23:16 +0000 UTC
5743,CLOSED,Question about "max_sequence_idle_microseconds" config value,question,2023-05-22 18:40:31 +0000 UTC
5742,CLOSED,Issue creating ensembling config, error msg not helpful,,2023-06-02 22:18:53 +0000 UTC
5741,CLOSED,Where can I find the information about the values for various platforms such as onnx and tensorflow,,2023-05-08 23:44:15 +0000 UTC
5740,CLOSED,Is it possible to deploy a stable-diffusion-like unet model with a loop using ONNX or TRT?,,2023-05-22 18:41:22 +0000 UTC
5736,CLOSED,ONNX instances on same device are not running concurrently,,2023-05-26 06:48:37 +0000 UTC
5735,CLOSED,input and torch.tensor or tensor?,enhancement,2023-05-08 15:41:21 +0000 UTC
5733,CLOSED,Concurrent inferences get mixed up when preprocessing python model runs torch operations on GPU,,2023-05-20 09:35:36 +0000 UTC
5732,OPEN,Update the documentation about the triton throughput while using MIG,,2023-05-03 13:19:50 +0000 UTC
5730,CLOSED,Release notes saying ONNXRuntime for 23.04 is 1.13.1,investigating,2023-05-05 00:01:22 +0000 UTC
5726,CLOSED,How to load list of strings into input_tensors,,2023-05-03 17:50:47 +0000 UTC
5725,CLOSED,Not able to fully utilize A16 GPUs with Triton.,,2023-06-23 20:07:54 +0000 UTC
5722,CLOSED,Better log message for the case when error happens inside of TRITONBACKEND_ModelBatcherInitialize(),bug, investigating,2023-05-04 16:32:27 +0000 UTC
5721,CLOSED,Dynamic batching does not work on server side,question,2023-06-05 15:56:21 +0000 UTC
5717,CLOSED,Issue with 23.04-tf2-python-py3 docker image on arm64,investigating,2023-05-19 22:26:17 +0000 UTC
5715,OPEN,_cshm_get_shared_memory_handle_info allocates memory on different GPU,investigating,2023-05-03 14:49:45 +0000 UTC
5712,CLOSED,Tesla K80 GPU is not supported by triton-inference-server container 21.10,,2023-04-29 00:42:50 +0000 UTC
5711,CLOSED,How to upgrade the model configuration file to poll mode for tritonserver,question,2023-05-06 05:33:55 +0000 UTC
5709,OPEN,Is concurrent model instance loading supported?,enhancement,2023-05-01 17:36:41 +0000 UTC
5703,CLOSED,Accessing model_config of ensemble config.pbtxt,question,2023-05-01 17:55:06 +0000 UTC
5702,CLOSED,Triton server crashed when requesting deployed Python and ONNX model services,bug,2023-05-24 16:20:29 +0000 UTC
5701,CLOSED,Intermittent Error with Python BLS Backend Model,,2023-05-12 21:20:57 +0000 UTC
5698,CLOSED,Deploy yolov5 Model with Triton Inference Server issue and error : expecting model output to be a vector,question,2023-05-12 21:22:24 +0000 UTC
5694,CLOSED,Support instance group of type 'MODEL' in pytorch backend,enhancement,2023-06-13 05:42:55 +0000 UTC
5693,CLOSED,protobuf version used,question,2023-05-12 21:23:42 +0000 UTC
5690,CLOSED,Output response Parsing Error,question,2023-05-12 21:24:40 +0000 UTC
5689,OPEN,Docs for Multi model serving with over-commit,enhancement,2023-04-24 18:14:49 +0000 UTC
5688,CLOSED,Docs for Parameters Support by Triton Backends,investigating,2023-07-08 00:03:23 +0000 UTC
5687,CLOSED,Question: scheduling on multiple GPUs when using cuda shared memory,question,2023-04-27 18:43:57 +0000 UTC
5685,OPEN,Inference exception in torchscript backend,bug,2023-04-28 02:04:08 +0000 UTC
5683,CLOSED,With ensemble mode submodel can run in different gpus, like pipeline parallelism,question,2023-04-24 11:05:54 +0000 UTC
5682,OPEN,How to implement a CPU-only Rust backend,enhancement,2023-04-21 19:58:14 +0000 UTC
5681,CLOSED,Alternatives to increasing shared memory,question,2023-04-22 05:04:18 +0000 UTC
5680,CLOSED,Possible issue with cuda shared memories during batch inference,,2023-04-25 07:05:07 +0000 UTC
5679,CLOSED,how can i get a C++backends,question,2023-05-12 21:26:10 +0000 UTC
5678,CLOSED,Vulnerabilities are reported while using the Triton for inference.,,2023-05-22 18:41:48 +0000 UTC
5677,OPEN,Segmentation fault while triton python BLS model execute infer request,,2023-05-18 19:36:06 +0000 UTC
5676,CLOSED,cmake failed！,,2023-05-12 21:28:10 +0000 UTC
5675,CLOSED,Higher inference times than without using Triton inference server,,2023-05-12 21:29:35 +0000 UTC
5668,OPEN,How long does it take to compile triton? Every time you execute cmake, you will download the dependent library. Can you set a global cache to speed up the build? Is there a more time-saving and labor-saving way?,enhancement,2023-04-21 03:23:01 +0000 UTC
5666,CLOSED,Install mlflow-triton plugin in mlflow container (ghcr.io/mlflow/mlflow:latest) results error in processing aiohttp,,2023-04-21 22:28:35 +0000 UTC
5665,CLOSED,Error reported while running BLS instance,,2023-06-08 23:32:48 +0000 UTC
5664,CLOSED,vector length overflow,bug, investigating,2023-05-16 14:52:12 +0000 UTC
5661,CLOSED,Unable to run Onnx model converted databricks/dolly-v1-6b (GPT-J),question,2023-05-12 21:31:31 +0000 UTC
5654,OPEN,ONNX TensorRT FP16 Inference results incorrect,question,2023-04-30 10:26:48 +0000 UTC
5649,CLOSED,Error: InferenceServerException: inference header size should be in range (0, -1012208453), got: 187,bug,2023-07-08 00:02:25 +0000 UTC
5648,CLOSED,Best practice for an input pair <I_1, I,2>^0, ..., <I_1, I,2>^N,question,2023-05-12 21:32:20 +0000 UTC
5647,CLOSED,How does windows11 compile triton locally?,,2023-05-12 21:33:21 +0000 UTC
5645,CLOSED,CMake Error at /usr/share/cmake-3.25/Modules/ExternalProject.cmake:3115 (message): No download info given for 'triton-server' and its source directory:,,2023-05-12 21:34:29 +0000 UTC
5644,CLOSED,Unused private field if TRITON_ENABLE_GPU is false,bug,2023-05-17 07:46:50 +0000 UTC
5643,OPEN,Compile error with ubuntu 22.04 because of -Werror,enhancement,2023-04-20 22:57:49 +0000 UTC
5641,CLOSED,docker can‘t run --gpus in orin,,2023-05-12 21:35:08 +0000 UTC
5640,CLOSED,Inference results differ for diffrent batch size,question,2023-04-18 07:43:46 +0000 UTC
5639,OPEN,Parse error for models that might return empty output,,2023-04-17 10:51:00 +0000 UTC
5638,CLOSED,Any community group in slack or telegram for Triton?,question,2023-05-22 18:44:19 +0000 UTC
5636,CLOSED,It seems that the model was loaded successfully, but why was it unloaded immediately?,,2023-04-13 06:17:42 +0000 UTC
5633,CLOSED,capping resources assigned to each model in multi model serving,question,2023-05-22 18:43:08 +0000 UTC
5627,OPEN,Does triton-inference-server only support slurm for multi-node deployment?,question,2023-04-13 21:48:10 +0000 UTC
5622,OPEN,triton inference client pinned to geventhttpclient==2.0.2, cabundle doesn't support letsencrypt,,2023-04-12 18:00:12 +0000 UTC
5617,CLOSED,HTTPS support,question,2023-06-28 21:34:04 +0000 UTC
5614,CLOSED,Integrate triton with vector database in Python backend,question,2023-05-22 18:43:47 +0000 UTC
5610,OPEN,TYPE_STRING datatype is throwing error while using tritonserver/Python backend/HTTP endpoint for Linux-s390x,question,2023-04-12 05:30:28 +0000 UTC
5609,CLOSED,Implicit State Management in Pytorch,,2023-05-22 18:42:55 +0000 UTC
5608,CLOSED,How to use golang's ModelStreamInfer interface,question,2023-04-20 03:38:02 +0000 UTC
5606,CLOSED,Any examples for writing the input.json for perf_analyzer on fastertransformer models,,2023-05-22 18:41:02 +0000 UTC
5605,CLOSED,Memory illegal access when using perf_analyzer,,2023-04-07 05:34:38 +0000 UTC
5603,CLOSED,Question about how dynamic batching works,question,2023-04-11 06:59:22 +0000 UTC
5602,CLOSED,Trouble starting Triton with 3 ONNX models loaded,,2023-04-13 01:17:22 +0000 UTC
5598,OPEN,r23.03 onnxruntime backend consumes more GPU memory. might need cudnn_conv_use_max_workspace exposed,investigating,2023-04-25 09:44:30 +0000 UTC
5594,OPEN,Build from source triggers errors "../libtritonserver.so: undefined reference to `absl::lts_20211102::variant_internal::ThrowBadVariantAccess()'",,2023-04-12 20:15:27 +0000 UTC
5593,OPEN,Slow Inference using Triton Java Bindings,bug, investigating,2023-07-06 15:33:52 +0000 UTC
5590,CLOSED,Question about the dynamic batcher and multi-instance model,question,2023-04-25 18:32:20 +0000 UTC
5587,CLOSED,throughput of perf analyzer,question,2023-04-05 02:22:09 +0000 UTC
5586,CLOSED,Batch between model in ensemble model,question,2023-07-08 00:01:12 +0000 UTC
5585,CLOSED,Cannot build QA environment,,2023-04-14 07:17:47 +0000 UTC
5584,OPEN,Triton Server Client libraries linker errors with the Response classes,question,2023-04-07 12:59:50 +0000 UTC
5583,CLOSED,Serve tf-trt converted model return error: NodeDef mentions attr 'max_batch_size' not in Op: name=TRTEngineOp,question,2023-04-04 07:56:16 +0000 UTC
5579,OPEN,Questions about model instances and dynamic batch when setting model concurrency,question,2023-04-06 14:15:36 +0000 UTC
5578,OPEN,GPU tensor support for python backend on Jetson,enhancement,2023-06-23 20:11:10 +0000 UTC
5577,CLOSED,Triton multi node - multi GPU inference,question,2023-04-10 20:26:36 +0000 UTC
5576,OPEN,Error deploying TensorRT engine on Triton, possible nonzero op issue with data-dependent output shape.,bug, investigating,2023-04-20 23:17:17 +0000 UTC
5574,CLOSED,When will ubuntu22.04 be supported?,question,2023-03-30 17:56:12 +0000 UTC
5573,CLOSED,Error when run multiple triton server process in one machine,question,2023-06-28 21:37:41 +0000 UTC
5572,CLOSED,AutoCompleteConfig() help,question,2023-04-10 20:26:51 +0000 UTC
5567,CLOSED,google cloud model repository not working,,2023-03-29 14:17:09 +0000 UTC
5566,CLOSED,more example for ssl for grpc,question,2023-04-11 14:35:14 +0000 UTC
5565,CLOSED,Can I add model instances without restarting the triton server?,question,2023-04-04 01:28:14 +0000 UTC
5564,OPEN,Route request to model instance running on specified GPU device id,enhancement,2023-06-23 19:55:43 +0000 UTC
5563,CLOSED,Can connect Triton directly to Grafana?,question,2023-04-10 20:27:05 +0000 UTC
5561,CLOSED,custom backend [undefined symbol],,2023-03-29 02:55:54 +0000 UTC
5559,CLOSED,the c++ custom backend works with infer but crashes with async_stream_infer,question,2023-03-28 16:23:38 +0000 UTC
5558,OPEN,Authorisation for endpoints,enhancement,2023-03-31 20:07:43 +0000 UTC
